campaign_id,campaign_url,total_products_count,unique_products_count,brand_name,subcategories,end_date_text,extraction_timestamp
903869,https://es.privalia.com/gr/catalog/903869,480,342,Moda y calzado,"Infantil, Geox, Mujer, Hombre, 7 For All Mankind, Hollister, Luisa Spagnoli, Triumph, Reebok, Hoka, Maison 123, British Passport, Losan, Hasbro, Orlebar Brown, Geox, Mujer, Hombre, 7 For All Mankind, Hollister, Luisa Spagnoli, Triumph, Reebok, Hoka, Maison 123, British Passport, Losan, Hasbro, Orlebar Brown, 2, 3, 4, 5, 10, Geox, Mujer, Hombre, 7 For All Mankind, Hollister, Luisa Spagnoli, Triumph, Reebok, Hoka, Maison 123, British Passport, Losan, Hasbro, Orlebar Brown, Geox, Mujer, Hombre, Mira todas las categorias, 2, 3, 4, 5, 10","hasta el domingo, 12 de abril de 2026 8:00 moda y calzado spring camp es la cita imperdible de privalia para esta primavera. el lugar perfecto para encontrar tus marcas favoritas con descuentos de hasta un -80 %. cada día se abre una nueva venta, lo que supone nuevas oportunidades para darte un capricho y descubrir las mejores ofertas.",2026-04-05 10:53:39
899510,https://es.privalia.com/gr/catalog/899510,120,48,"Alma en Pena Calzado femenino con estilo mediterráneo, cómodo y único","Brillos, Sandalias planas, Piedras, Mini plataforma, Todos los productos disponibles, Sandalias cuña, Sandalias de cuña alta, Sandalias de cuña media, Todos los productos disponibles, Sandalias de tacón, Bailarinas, Zapatos de tacón, Sandalias planas, Piedras, Mini plataforma, Todos los productos disponibles, Sandalias cuña, Sandalias de cuña alta, Sandalias de cuña media, Todos los productos disponibles, Sandalias de tacón, Bailarinas, Zapatos de tacón, 2, Sandalias planas, Piedras, Mini plataforma, Todos los productos disponibles, Sandalias cuña, Sandalias de cuña alta, Sandalias de cuña media, Todos los productos disponibles, Sandalias de tacón, Bailarinas, Zapatos de tacón, Sandalias planas, Piedras, Mini plataforma, Mira todas las categorias, 2","hasta el miércoles, 15 de abril de 2026 6:00 calzado femenino con estilo mediterráneo, cómodo y único alma en pena crea calzado femenino que une diseño, confort y originalidad. inspirada en la luz y la naturaleza mediterránea, la marca ofrece zapatos con detalles únicos, elaborados con materiales de calidad y pensados para acompañar a la mujer en su día a día con un estilo propio. añadir a mis favoritos y recibir una alerta",2026-04-05 11:10:56
893440,https://es.privalia.com/gr/catalog/893440,160,98,SPEEDO Ropa de baño para hombre y mujer,"Bañadores bóxer, Hombre, Bañadores stretch y jammer, Bañadores slip, Todos los productos disponibles, Mujer, Bañadores estampados, Bañadores lisos, Bikinis, Todos los productos disponibles, Junior, Chanclas, gafas y complementos, Niño - Bañadores bóxer y stretch, Niña - Bañadores, Niño - Bañadores slip, Todos los productos disponibles, Bebé e infantil, Bañadores niña, ¡ Aprende a nadar!, Bañadores niño, Todos los productos disponibles, Speedo Textil, Hombre, Mujer, Todos los productos disponibles, Gorros, gafas y complementos, Chanclas y escarpines, Hombre, Bañadores stretch y jammer, Bañadores slip, Todos los productos disponibles, Mujer, Bañadores estampados, Bañadores lisos, Bikinis, Todos los productos disponibles, Junior, Chanclas, gafas y complementos, Niño - Bañadores bóxer y stretch, Niña - Bañadores, Niño - Bañadores slip, Todos los productos disponibles, Bebé e infantil, Bañadores niña, ¡ Aprende a nadar!, Bañadores niño, Todos los productos disponibles, Speedo Textil, Hombre, Mujer, Todos los productos disponibles, Gorros, gafas y complementos, Chanclas y escarpines, Hombre, Bañadores stretch y jammer, Bañadores slip, Todos los productos disponibles, Mujer, Bañadores estampados, Bañadores lisos, Bikinis, Todos los productos disponibles, Junior, Chanclas, gafas y complementos, Niño - Bañadores bóxer y stretch, Niña - Bañadores, Niño - Bañadores slip, Todos los productos disponibles, Bebé e infantil, Bañadores niña, ¡ Aprende a nadar!, Bañadores niño, Todos los productos disponibles, Speedo Textil, Hombre, Mujer, Todos los productos disponibles, Gorros, gafas y complementos, Chanclas y escarpines, Hombre, Bañadores stretch y jammer, Bañadores slip, Mira todas las categorias","hasta el domingo, 12 de abril de 2026 8:00 ropa de baño para hombre y mujer no importa qué tipo de nadador seas, speedo es consciente de las diferentes necesidades de cada individuo y por ello ha creado una gama completa de productos que te brindan el máximo apoyo y te acompañan en tus objetivos en el agua. añadir a mis favoritos y recibir una alerta",2026-04-05 11:10:56
896206,https://es.privalia.com/gr/catalog/896206,154,92,"U.S. Polo Assn Calzado para hombre, mujer y niños.","Polos y camisas, Hombre, Camisetas, Pantalones y accesorios, Sudaderas, jerséis y chaquetas, Todos los productos disponibles, Mujer, Polos y camisetas, Camisas, suéteres y sudaderas, Pantalones y vestidos, Todos los productos disponibles, Niño - 2 a 16 años, Camisetas, polos y trajes, Pantalones, shorts y accessorios, Prendas de punto, camisas y ropa de abrigo, Todos los productos disponibles, Niña - de 2 a 16 años, Camisetas y prendas de punto, Pantalones y conjuntos, Todos los productos disponibles, Hombre, Camisetas, Pantalones y accesorios, Sudaderas, jerséis y chaquetas, Todos los productos disponibles, Mujer, Polos y camisetas, Camisas, suéteres y sudaderas, Pantalones y vestidos, Todos los productos disponibles, Niño - 2 a 16 años, Camisetas, polos y trajes, Pantalones, shorts y accessorios, Prendas de punto, camisas y ropa de abrigo, Todos los productos disponibles, Niña - de 2 a 16 años, Camisetas y prendas de punto, Pantalones y conjuntos, Todos los productos disponibles, Hombre, Camisetas, Pantalones y accesorios, Sudaderas, jerséis y chaquetas, Todos los productos disponibles, Mujer, Polos y camisetas, Camisas, suéteres y sudaderas, Pantalones y vestidos, Todos los productos disponibles, Niño - 2 a 16 años, Camisetas, polos y trajes, Pantalones, shorts y accessorios, Prendas de punto, camisas y ropa de abrigo, Todos los productos disponibles, Niña - de 2 a 16 años, Camisetas y prendas de punto, Pantalones y conjuntos, Todos los productos disponibles, Hombre, Camisetas, Sudaderas, jerséis y chaquetas, Pantalones y accesorios, Mira todas las categorias","hasta el miércoles, 15 de abril de 2026 6:00 calzado para hombre, mujer y niños. u.s. polo assn. es la marca oficial de la united states polo association, la organización que ha promovido el juego de polo en los estados unidos desde 1890. la marca encarna los valores del deporte, manteniéndose fiel al auténtico estilo americano. añadir a mis favoritos y recibir una alerta",2026-04-05 11:10:56
903122,https://es.privalia.com/gr/catalog/903122,0,0,MARSHALL,,"hasta el lunes, 6 de abril de 2026 6:50 célebre por algunas de las bandas y músicos más grandes del mundo, como jimi hendrix, eric clapton, slash y oasis, marshall es la referencia número uno en calidad de sonido y rendimiento. añadir a mis favoritos y recibir una alerta",2026-04-05 11:10:56
901437,https://es.privalia.com/gr/catalog/901437,129,62,"Innovagoods Soluciones innovadoras para el hogar, la oficina y el bienestar.","Organización y limpieza, Hogar, Cocina y aperitivo, Viajes, excursiones y exterior, Útiles y herramientas, Gadgets y tecnología, Calefactores y ventiladores, Kids, Para tus mascotas, Todos los productos disponibles, Bienestar, Salud, Belleza, Deporte, Todos los productos disponibles, Hogar, Cocina y aperitivo, Viajes, excursiones y exterior, Útiles y herramientas, Gadgets y tecnología, Calefactores y ventiladores, Kids, Para tus mascotas, Todos los productos disponibles, Bienestar, Salud, Belleza, Deporte, Todos los productos disponibles, Hogar, Cocina y aperitivo, Viajes, excursiones y exterior, Útiles y herramientas, Gadgets y tecnología, Calefactores y ventiladores, Kids, Para tus mascotas, Todos los productos disponibles, Bienestar, Salud, Belleza, Deporte, Todos los productos disponibles, Hogar, Cocina y aperitivo, Viajes, excursiones y exterior, Útiles y herramientas, Gadgets y tecnología, Kids, Para tus mascotas, Calefactores y ventiladores, Mira todas las categorias","hasta el domingo, 12 de abril de 2026 8:00 soluciones innovadoras para el hogar, la oficina y el bienestar. innovagoods es una marca europea líder en gadgets, hogar, cocina, salud y bienestar. con un enfoque en innovación, diseño y funcionalidad, ofrece productos prácticos y originales para el día a día. su catálogo se renueva constantemente para satisfacer a un consumidor moderno, dinámico y exigente. añadir a mis favoritos y recibir una alerta",2026-04-05 11:10:56
900666,https://es.privalia.com/gr/catalog/900666,98,26,Aceites de Oliva Sélección Premium Aceites de Oliva Sélección Premium,"Formatos grandes y medianos, Formatos pequeños, Saborizados y especiados, Vinagre, aceitunas y otros condimentos, Formatos pequeños, Saborizados y especiados, Vinagre, aceitunas y otros condimentos, Formatos pequeños, Saborizados y especiados, Vinagre, aceitunas y otros condimentos, Formatos pequeños, Saborizados y especiados, Vinagre, aceitunas y otros condimentos, Mira todas las categorias","hasta el domingo, 12 de abril de 2026 8:00 aceites de oliva sélección premium descubre nuestra selección de aceites de oliva virgen extra de españa con marcas presigiosas como elizondo, unolivo, llàgrimes del canigó, la española.",2026-04-05 11:10:56
899105,https://es.privalia.com/gr/catalog/899105,120,84,"Interbaby Cunas, sillas de paseo y coche, juguetes y mucho más","Textil de cuna, La habitación del bebé, Cojines, sillones y cambiadores, Mantas y edredones, Sacos de dormir, nidos y arrullos, Accesorios de cuna, Cunas, minicunas y colecho, Todos los productos disponibles, Hora de comer, Baberos, Chupetes, gasas y muselinas, EcoCollection - Vasos, cuencos y otros, Vajillas, tronas y elevadoras, Todos los productos disponibles, De paseo, Colchonetas y sacos de carrito, Bolsos, mochilas y accesorios de viaje, Sillas de paseo y accesorios, Todos los productos disponibles, ¡Al baño!, Capas de baño, Bañeras y otros, Todos los productos disponibles, Mis primeros juguetes, Peluches, espirales y sonajeros, Triciclos, andadores y otros, Dou Dou y mordedores, Todos los productos disponibles, Viajar en coche, Para regalar, La habitación del bebé, Cojines, sillones y cambiadores, Mantas y edredones, Sacos de dormir, nidos y arrullos, Accesorios de cuna, Cunas, minicunas y colecho, Todos los productos disponibles, Hora de comer, Baberos, Chupetes, gasas y muselinas, EcoCollection - Vasos, cuencos y otros, Vajillas, tronas y elevadoras, Todos los productos disponibles, De paseo, Colchonetas y sacos de carrito, Bolsos, mochilas y accesorios de viaje, Sillas de paseo y accesorios, Todos los productos disponibles, ¡Al baño!, Capas de baño, Bañeras y otros, Todos los productos disponibles, Mis primeros juguetes, Peluches, espirales y sonajeros, Triciclos, andadores y otros, Dou Dou y mordedores, Todos los productos disponibles, Viajar en coche, Para regalar, La habitación del bebé, Cojines, sillones y cambiadores, Mantas y edredones, Sacos de dormir, nidos y arrullos, Accesorios de cuna, Cunas, minicunas y colecho, Todos los productos disponibles, Hora de comer, Baberos, Chupetes, gasas y muselinas, EcoCollection - Vasos, cuencos y otros, Vajillas, tronas y elevadoras, Todos los productos disponibles, De paseo, Colchonetas y sacos de carrito, Bolsos, mochilas y accesorios de viaje, Sillas de paseo y accesorios, Todos los productos disponibles, ¡Al baño!, Capas de baño, Bañeras y otros, Todos los productos disponibles, Mis primeros juguetes, Peluches, espirales y sonajeros, Triciclos, andadores y otros, Dou Dou y mordedores, Todos los productos disponibles, Viajar en coche, Para regalar, La habitación del bebé, Cunas, minicunas y colecho, Mantas y edredones, Sacos de dormir, nidos y arrullos, Cojines, sillones y cambiadores, Accesorios de cuna, Mira todas las categorias","hasta el domingo, 12 de abril de 2026 8:00 cunas, sillas de paseo y coche, juguetes y mucho más interbaby ofrece la mejor selección de productos para cuidar a tu bebé. añadir a mis favoritos y recibir una alerta",2026-04-05 11:10:56
v1,https://es.privalia.com/web/catalog/v1/sale/904091/redirect,0,0,Camping Taiga Delta de l'Ebre,,"hasta el miércoles, 15 de abril de 2026 6:00 reserva tus vacaciones en un camping familiar frente al mediterráneo. disfruta de un entorno ideal para explorar en bici y practicar actividades deportivas",2026-04-05 11:10:56
895936,https://es.privalia.com/gr/catalog/895936,132,88,"Papelería y orden Agendas, libretas, bolígrafos, lápices, mochilas y calculadoras.","Tapa dura - Rayado, Paperblanks - Libretas, cuadernos y agendas, Tapa dura - Lisa, Tapa blanda - Rayada, Libretas de direcciones y accesorios, Tapa blanda - Lisa, Todos los productos disponibles, Escritura y dibujo, Bolígrafos y estilográficas, Packs regalo, Lápices, tijeras y otros, Arts & Crafts, Rotuladores y marcadores, Acuarelas, témperas y ceras, Todos los productos disponibles, Orden y archivo, Planificadores y adhesivos, Carpetas, dosieres y sobres, Archivadores, cajas y otros, Todos los productos disponibles, Libretas Paper-Oh, Rayadas, Lisas, Milimetrada, Todos los productos disponibles, Cuadernos, libretas y recambios, Licencias, Cuadernos y recambios, Todos los productos disponibles, Oficina y escritorio, Pizarras y accesorios, Alfombrillas, teclados y ratones, Artículos de sobremesa, Ergonomía, Grapadoras, taladros y otros, Todos los productos disponibles, Mochilas, estuches y botellas, Estuches y accesorios, Mochilas, maletines y bolsos, Todos los productos disponibles, Paperblanks - Libretas, cuadernos y agendas, Tapa dura - Lisa, Tapa blanda - Rayada, Libretas de direcciones y accesorios, Tapa blanda - Lisa, Todos los productos disponibles, Escritura y dibujo, Bolígrafos y estilográficas, Packs regalo, Lápices, tijeras y otros, Arts & Crafts, Rotuladores y marcadores, Acuarelas, témperas y ceras, Todos los productos disponibles, Orden y archivo, Planificadores y adhesivos, Carpetas, dosieres y sobres, Archivadores, cajas y otros, Todos los productos disponibles, Libretas Paper-Oh, Rayadas, Lisas, Milimetrada, Todos los productos disponibles, Cuadernos, libretas y recambios, Licencias, Cuadernos y recambios, Todos los productos disponibles, Oficina y escritorio, Pizarras y accesorios, Alfombrillas, teclados y ratones, Artículos de sobremesa, Ergonomía, Grapadoras, taladros y otros, Todos los productos disponibles, Mochilas, estuches y botellas, Estuches y accesorios, Mochilas, maletines y bolsos, Todos los productos disponibles, 2, Paperblanks - Libretas, cuadernos y agendas, Tapa dura - Lisa, Tapa blanda - Rayada, Libretas de direcciones y accesorios, Tapa blanda - Lisa, Todos los productos disponibles, Escritura y dibujo, Bolígrafos y estilográficas, Packs regalo, Lápices, tijeras y otros, Arts & Crafts, Rotuladores y marcadores, Acuarelas, témperas y ceras, Todos los productos disponibles, Orden y archivo, Planificadores y adhesivos, Carpetas, dosieres y sobres, Archivadores, cajas y otros, Todos los productos disponibles, Libretas Paper-Oh, Rayadas, Lisas, Milimetrada, Todos los productos disponibles, Cuadernos, libretas y recambios, Licencias, Cuadernos y recambios, Todos los productos disponibles, Oficina y escritorio, Pizarras y accesorios, Alfombrillas, teclados y ratones, Artículos de sobremesa, Ergonomía, Grapadoras, taladros y otros, Todos los productos disponibles, Mochilas, estuches y botellas, Estuches y accesorios, Mochilas, maletines y bolsos, Todos los productos disponibles, Paperblanks - Libretas, cuadernos y agendas, Tapa dura - Lisa, Tapa blanda - Rayada, Tapa blanda - Lisa, Libretas de direcciones y accesorios, Mira todas las categorias, 2","hasta el domingo, 12 de abril de 2026 8:00 agendas, libretas, bolígrafos, lápices, mochilas y calculadoras. agendas, libretas, bolígrafos, lápices, mochilas y calculadoras. ¡descubre también la amplia gama de artículos de orden!",2026-04-05 11:10:56
900353,https://es.privalia.com/gr/catalog/900353,42,12,NESCAFÉ® Farmers Origins,"NESCAFÉ Farmers Origins, cápsulas sistema Nespresso, NESCAFÉ Soluble y café en grano, NESCAFÉ Soluble y café en grano, NESCAFÉ Soluble y café en grano, NESCAFÉ Soluble y café en grano, Mira todas las categorias","hasta el domingo, 12 de abril de 2026 8:00 nescafé® farmers origins descubre las cápsulas de nescafé® farmers origins, un gran sabor, cultivado con respeto. cultivado en las zonas con mejor suelo y clima. añadir a mis favoritos y recibir una alerta",2026-04-05 11:10:56
900354,https://es.privalia.com/gr/catalog/900354,12,6,Haribo,HARIBO,"hasta el domingo, 12 de abril de 2026 8:00 haribo haribo te hace feliz… con un mundo de gomas de frutas y regaliz lleno de color. añadir a mis favoritos y recibir una alerta",2026-04-05 11:10:56
900222,https://es.privalia.com/gr/catalog/900222,210,136,Alta joyería,"Oro amarillo 18kt, Collares, colgantes y broches, Oro blanco 18kt, Alta joyería, Todos los productos disponibles, Anillos, Oro amarillo y rosa 18kt, Oro blanco 18 kt, Alta joyería, Todos los productos disponibles, Pendientes, Oro blanco 18kt - largos, Alta joyería, Oro blanco 18kt - botón, Multiposición, Oro amarillo y rosa 18kt - botón, Oro amarillo y rosa 18kt - largos, Todos los productos disponibles, Pulseras, Oro blanco y oro amarillo 18kt, Alta joyería, Todos los productos disponibles, Collares, colgantes y broches, Oro blanco 18kt, Alta joyería, Todos los productos disponibles, Anillos, Oro amarillo y rosa 18kt, Oro blanco 18 kt, Alta joyería, Todos los productos disponibles, Pendientes, Oro blanco 18kt - largos, Alta joyería, Oro blanco 18kt - botón, Multiposición, Oro amarillo y rosa 18kt - botón, Oro amarillo y rosa 18kt - largos, Todos los productos disponibles, Pulseras, Oro blanco y oro amarillo 18kt, Alta joyería, Todos los productos disponibles, Collares, colgantes y broches, Oro blanco 18kt, Alta joyería, Todos los productos disponibles, Anillos, Oro amarillo y rosa 18kt, Oro blanco 18 kt, Alta joyería, Todos los productos disponibles, Pendientes, Oro blanco 18kt - largos, Alta joyería, Oro blanco 18kt - botón, Multiposición, Oro amarillo y rosa 18kt - botón, Oro amarillo y rosa 18kt - largos, Todos los productos disponibles, Pulseras, Oro blanco y oro amarillo 18kt, Alta joyería, Todos los productos disponibles, Collares, colgantes y broches, Oro blanco 18kt, Alta joyería, Mira todas las categorias","hasta el miércoles, 15 de abril de 2026 6:00 alta joyería hoy, gayubo es líder y referencia de la alta joyería en nuestro país. lo avala un meticuloso proceso de elaboración artesanal, llevado a cabo íntegramente en españa y controlado de principio a fin por las dos hermanas, que buscan expresar su creatividad con la máxima calidad y diseño, señas de identidad irrenunciables para la marca añadir a mis favoritos y recibir una alerta",2026-04-05 11:10:56
v1,https://es.privalia.com/web/catalog/v1/sale/904084/redirect,2,2,"Selva Negra, Países Bálticos y más",,"hasta el miércoles, 15 de abril de 2026 6:00 ¡descubre los rincones más fascinantes de europa! visita bonitas ciudades, pueblos encantadores y paisajes de sublime belleza. ¡elige destino, nos vamos!",2026-04-05 11:10:56
v1,https://es.privalia.com/web/catalog/v1/sale/901521/redirect,2,2,CABOGATA BEACH 5*,,"hasta el miércoles, 8 de abril de 2026 6:00 desconecta en un hotel de lujo 5* frente al mar, con impresionantes vista del cabo de gata, la bahía de almería y el mar mediterráneo. ¡la estancia perfecta que estabas esperando!",2026-04-05 11:10:56
v1,https://es.privalia.com/web/catalog/v1/sale/904374/redirect,3,3,MSC SPLENDIDA - Mediterráneo Occidental desde BCN,,"hasta el miércoles, 8 de abril de 2026 6:00 msc te lleva a descubrir lo mejor de francia, italia y malta, en un solo viaje. una flota de barcos con estilo y elegancia, que harán de tus vacaciones de verano, un recuerdo imborrable. zarpa ya en pareja, con amigos o con toda la familia.",2026-04-05 11:10:56
901302,https://es.privalia.com/gr/catalog/901302,0,0,"Toyz4Lovers Artículos para adultos, lencería y cosméticos.",,"hasta el sábado, 11 de abril de 2026 8:00 artículos para adultos, lencería y cosméticos. toys4lovers ofrece artículos para adultos, lencería y cosméticos. calidad, precios competitivos y un diseño que te ayudará a explorar nuevas intimidades y a satisfacer tus fantasías eróticas más ocultas. añadir a mis favoritos y recibir una alerta",2026-04-05 11:10:56
v1,https://es.privalia.com/web/catalog/v1/sale/904347/redirect,5,5,Costa Brava & Costa Dorada,,"hasta el domingo, 12 de abril de 2026 7:00 ¡dirígete a la costa brava y la costa dorada! lloret de mar, calella, salou, santa susanna y la pineda te esperan: playas soleadas, un ambiente festivo y unas vacaciones 100% españolas. ¡reserva ya tu próxima escapada!",2026-04-05 11:10:56
v1,https://es.privalia.com/web/catalog/v1/sale/899992/redirect,0,0,PortAventura,,"hasta el lunes, 13 de abril de 2026 6:00 hotel roulette portaventura: reserva tu estancia y se te asignará un hotel 4* (gold river, el paso, portaventura, caribe) 24 horas antes de llegar. incluye acceso ilimitado a portaventura y 1 día a ferrari land. ideal para familias, ¡con descuentos!",2026-04-05 11:10:56
903868,https://es.privalia.com/gr/catalog/903868,400,290,Spring Camp,"Ropa de hombre, Lacoste, Ropa de mujer, Calzado, Accesorios y lencería, Ropa para niños, Dim, Ropa interior y bragas menstruales, Ropa interior masculina, Sujetadores, Ropa interior infantil, Medias, leggings y calcetines, Todos los productos disponibles, Unanyme By Georges Rech, Ropa de baño y homewear, Braguitas y tangas, Sujetadores, Todos los productos disponibles, Liu Jo, Faldas y pantalones, Vestidos y monos, Camisetas y chaquetas, Lencería y trajes de baño, Calzado y accesorios, The Kooples, Ropa de mujer, Ropa de hombre, Calzado y accesorios, A.S.98, Only, Camisetas y chaquetas, Faldas y pantalones, Vestidos y monos, Calzado y accesorios, The North Face, Mujer, Hombre, Infantil, Todos los productos disponibles, Saucony, Lifestyle, Running, Todos los productos disponibles, Trollkids, Infantil, Adultos, Todos los productos disponibles, Canadian Peak, Mujer, Hombre, Todos los productos disponibles, Longchamp, Calzado, Marroquinería, Ropa, Accesorios, Maletas y bolsos, Todos los productos disponibles, Lacoste, Ropa de mujer, Calzado, Accesorios y lencería, Ropa para niños, Dim, Ropa interior y bragas menstruales, Ropa interior masculina, Sujetadores, Ropa interior infantil, Medias, leggings y calcetines, Todos los productos disponibles, Unanyme By Georges Rech, Ropa de baño y homewear, Braguitas y tangas, Sujetadores, Todos los productos disponibles, Liu Jo, Faldas y pantalones, Vestidos y monos, Camisetas y chaquetas, Lencería y trajes de baño, Calzado y accesorios, The Kooples, Ropa de mujer, Ropa de hombre, Calzado y accesorios, A.S.98, Only, Camisetas y chaquetas, Faldas y pantalones, Vestidos y monos, Calzado y accesorios, The North Face, Mujer, Hombre, Infantil, Todos los productos disponibles, Saucony, Lifestyle, Running, Todos los productos disponibles, Trollkids, Infantil, Adultos, Todos los productos disponibles, Canadian Peak, Mujer, Hombre, Todos los productos disponibles, Longchamp, Calzado, Marroquinería, Ropa, Accesorios, Maletas y bolsos, Todos los productos disponibles, 2, 3, 4, 5, Lacoste, Ropa de mujer, Calzado, Accesorios y lencería, Ropa para niños, Dim, Ropa interior y bragas menstruales, Ropa interior masculina, Sujetadores, Ropa interior infantil, Medias, leggings y calcetines, Todos los productos disponibles, Unanyme By Georges Rech, Ropa de baño y homewear, Braguitas y tangas, Sujetadores, Todos los productos disponibles, Liu Jo, Faldas y pantalones, Vestidos y monos, Camisetas y chaquetas, Lencería y trajes de baño, Calzado y accesorios, The Kooples, Ropa de mujer, Ropa de hombre, Calzado y accesorios, A.S.98, Only, Camisetas y chaquetas, Faldas y pantalones, Vestidos y monos, Calzado y accesorios, The North Face, Mujer, Hombre, Infantil, Todos los productos disponibles, Saucony, Lifestyle, Running, Todos los productos disponibles, Trollkids, Infantil, Adultos, Todos los productos disponibles, Canadian Peak, Mujer, Hombre, Todos los productos disponibles, Longchamp, Calzado, Marroquinería, Ropa, Accesorios, Maletas y bolsos, Todos los productos disponibles, Lacoste, Ropa de mujer, Ropa para niños, Calzado, Accesorios y lencería, Mira todas las categorias, 2, 3, 4, 5","hasta el miércoles, 8 de abril de 2026 6:00 spring camp es la cita imperdible de veepee para esta primavera. el lugar perfecto para encontrar tus marcas favoritas con descuentos de hasta un -80 %. cada día se abre una nueva venta, lo que supone nuevas oportunidades para darte un capricho y descubrir las mejores ofertas.",2026-04-05 11:10:56
898587,https://es.privalia.com/gr/catalog/898587,159,83,Ariel y más marcas Las mejores marcas para el cuidado de la casa y la familia,"Líquido y polvo, Ariel, Cápsulas, Todos los productos disponibles, Fairy, Mano, Máquina, Todos los productos disponibles, Lenor, Higiene íntima, Evax, Ausonia - Tampax, Old spice, Todos los productos disponibles, Oral B, Limpieza hogar, Don limpio y Viakal, Ambi Pur, Todos los productos disponibles, Cuidado capilar, H&S, Aussie - Herbal Essences, Pantene, Todos los productos disponibles, Gillette - Maquinillas, recambios y otros, Olay - Cuidado facial, Ariel, Cápsulas, Todos los productos disponibles, Fairy, Mano, Máquina, Todos los productos disponibles, Lenor, Higiene íntima, Evax, Ausonia - Tampax, Old spice, Todos los productos disponibles, Oral B, Limpieza hogar, Don limpio y Viakal, Ambi Pur, Todos los productos disponibles, Cuidado capilar, H&S, Aussie - Herbal Essences, Pantene, Todos los productos disponibles, Gillette - Maquinillas, recambios y otros, Olay - Cuidado facial, Ariel, Cápsulas, Todos los productos disponibles, Fairy, Mano, Máquina, Todos los productos disponibles, Lenor, Higiene íntima, Evax, Ausonia - Tampax, Old spice, Todos los productos disponibles, Oral B, Limpieza hogar, Don limpio y Viakal, Ambi Pur, Todos los productos disponibles, Cuidado capilar, H&S, Aussie - Herbal Essences, Pantene, Todos los productos disponibles, Gillette - Maquinillas, recambios y otros, Olay - Cuidado facial, Ariel, Cápsulas, Mira todas las categorias","hasta el martes, 7 de abril de 2026 6:00 las mejores marcas para el cuidado de la casa y la familia descubra nuestra gama completa de productos cotidianos para cuidar de usted y de su hogar. añadir a mis favoritos y recibir una alerta",2026-04-05 11:10:56
903845,https://es.privalia.com/gr/catalog/903845,382,256,Moda y calzado,"Mujer - ropa, Zadig&Voltaire, Mujer - zapatos y accesorios, Hombre, Infantil, Okaïdi, Infantil, Premamá, Todos los productos disponibles, Balducci, Gap, Infantil, Hombre, Mujer, Todos los productos disponibles, H&M, Mujer, Hombre, Infantil, Hogar, Todos los productos disponibles, Pepe Jeans, Mujer, Hombre, Infantil, Todos los productos disponibles, Zadig&Voltaire, Mujer - zapatos y accesorios, Hombre, Infantil, Okaïdi, Infantil, Premamá, Todos los productos disponibles, Balducci, Gap, Infantil, Hombre, Mujer, Todos los productos disponibles, H&M, Mujer, Hombre, Infantil, Hogar, Todos los productos disponibles, Pepe Jeans, Mujer, Hombre, Infantil, Todos los productos disponibles, 2, 3, 4, Zadig&Voltaire, Mujer - zapatos y accesorios, Hombre, Infantil, Okaïdi, Infantil, Premamá, Todos los productos disponibles, Balducci, Gap, Infantil, Hombre, Mujer, Todos los productos disponibles, H&M, Mujer, Hombre, Infantil, Hogar, Todos los productos disponibles, Pepe Jeans, Mujer, Hombre, Infantil, Todos los productos disponibles, Zadig&Voltaire, Mujer - zapatos y accesorios, Hombre, Infantil, Mira todas las categorias, 2, 3, 4","hasta el jueves, 9 de abril de 2026 6:00 moda y calzado spring camp es la cita imperdible de veepee / privalia para esta primavera. el lugar perfecto para encontrar tus marcas favoritas con descuentos de hasta un -80 %. cada día se abre una nueva venta, lo que supone nuevas oportunidades para darte un capricho y descubrir las mejores ofertas.",2026-04-05 11:10:56
v1,https://es.privalia.com/web/catalog/v1/sale/899811/redirect,92,15,Baleares & Cerdeña con Ferry,"Hasta el miércoles, 15 de abril de 2026 6:00, Hasta el miércoles, 8 de abril de 2026 6:00, Hasta el miércoles, 15 de abril de 2026 6:00, Hasta el lunes, 6 de abril de 2026 6:00, Hasta el miércoles, 8 de abril de 2026 6:00, Hasta el sábado, 11 de abril de 2026 8:00, Hasta el lunes, 13 de abril de 2026 6:00, Hasta el viernes, 10 de abril de 2026 6:00, Hasta el jueves, 9 de abril de 2026 6:00, Hasta el miércoles, 8 de abril de 2026 6:00, Hasta el domingo, 12 de abril de 2026 7:00, Hasta el miércoles, 8 de abril de 2026 6:00, Hasta el viernes, 10 de abril de 2026 6:00, Hasta el lunes, 13 de abril de 2026 6:00, Hasta el miércoles, 8 de abril de 2026 6:00, Hasta el miércoles, 8 de abril de 2026 6:00, Hasta el miércoles, 8 de abril de 2026 6:00, Hasta el viernes, 10 de abril de 2026 6:00, Hasta el martes, 14 de abril de 2026 6:00, Hasta el martes, 14 de abril de 2026 6:00","hasta el miércoles, 8 de abril de 2026 6:00 este año toca vacaciones en baleares o cerdeña. aprovecha este 2026 para viajar con la comodidad del ferry y con tu coche, disfrutando del solazo mediterráneo. comienza a preparar tu equipaje, tu traje de baño y tus gafas de sol. ¡vamos!",2026-04-05 11:10:56
